from_stop_id,to_stop_id,transfer_type
1147,3604,0
13171,13171,0
2592,11508,0
63,7237,0
4627,7227,0
8792,8644,0
10042,9835,0
3843,3795,0
11501,3507,0
6511,6510,0
7716,5534,0
5919,3558,0
7237,63,0
4720,4720,0
7767,12790,0
13123,3039,0
3301,1341,0
8373,10871,0
3622,3620,0
3603,1129,0
10770,11032,0
3093,3092,0
4456,136,0
929,5555,0
11507,2592,0
3039,13123,0
10763,7602,0
4695,8024,0
7512,1876,0
9860,9757,0
7602,13305,0
4667,7704,0
13130,8016,0
2672,9955,0
3595,3595,0
9953,9953,0
9982,9976,0
4343,6090,0
635,6239,0
10768,8333,0
193,191,0
5958,9362,0
7828,8345,0
5020,7614,0
5386,6673,0
7369,1289,0
7692,2738,0
7594,11486,0
12921,13132,0
9757,9860,0
8212,8209,0
8912,13139,0
115,115,0
9548,5045,0
5139,8038,0
839,838,0
8644,8644,0
9832,9621,0
9795,1579,0
7751,13170,0
9649,9653,0
7608,12791,0
9650,9650,0
12791,7756,0
6374,1050,0
5629,7013,0
9633,5012,0
8026,4760,0
8357,10859,0
13170,782,0
12794,13123,0
8664,1818,0
4537,4537,0
9368,9368,0
11832,11498,0
7803,8383,0
6636,6635,0
12794,7756,0
6655,4573,0
13167,12791,0
2366,9027,0
1002,1002,0
13169,7614,0
1097,1097,0
772,13168,0
6848,838,0
5138,8038,0
1379,6630,0
8210,8210,0
3094,13031,0
4618,6941,0
1497,7958,0
6516,2015,0
5749,5806,0
6623,8349,0
12790,12791,0
5197,5197,0
7586,8383,0
8360,10859,0
4573,6655,0
6160,8381,0
8025,4761,0
9956,2672,0
9969,9974,0
1331,9795,0
8000,7999,0
1292,5904,0
7594,12791,0
7602,616,0
2439,2434,0
7813,451,0
3234,3239,0
755,755,0
10869,10868,0
1458,7446,0
2434,2432,0
12794,7767,0
10853,10855,0
8262,1665,0
9220,9220,0
10877,6510,0
9448,9448,0
9828,12899,0
7374,1870,0
7465,6409,0
9985,9981,0
7459,2626,0
8759,8761,0
2542,7691,0
770,7440,0
4693,8023,0
8843,4572,0
10168,10117,0
5846,8211,0
350,5194,0
7961,1550,0
5020,8334,0
10770,10792,0
6672,5235,0
1292,5903,0
6630,6631,0
202,7036,0
13139,8912,0
9448,9477,0
6941,4618,0
1273,1292,0
6785,1857,0
10754,2007,0
9986,9984,0
6847,845,0
8211,13068,0
3068,3067,0
3563,4437,0
7240,1286,0
1903,5125,0
3067,3068,0
631,631,0
5006,9820,0
9818,9980,0
3795,3795,0
12791,7594,0
782,772,0
8759,8758,0
3092,3092,0
7777,8334,0
9832,9610,0
10481,6421,0
3506,11514,0
1376,6545,0
7800,8334,0
13170,7782,0
12731,12731,0
11508,11813,0
7601,12805,0
2081,2078,0
7793,7794,0
4090,8920,0
7013,5629,0
7646,8335,0
10166,6971,0
3557,5932,0
7594,12793,0
7441,770,0
13068,10180,0
3138,3138,0
9985,9985,0
1435,3301,0
9050,10084,0
10778,7128,0
9818,13066,0
3054,12792,0
7501,1877,0
10850,10573,0
9010,6961,0
4043,4053,0
1220,3138,0
7772,12793,0
2738,7693,0
13069,13079,0
3352,3336,0
6671,5035,0
350,5172,0
9625,9624,0
10859,8357,0
2295,2295,0
10760,3049,0
7373,1870,0
12794,7594,0
6654,5235,0
9983,9976,0
8207,8208,0
9553,9553,0
7958,1499,0
8363,12397,0
1293,1273,0
9977,9984,0
9848,9848,0
3604,1129,0
8340,11814,0
9758,9860,0
7634,7807,0
11486,13167,0
12791,7608,0
4043,4042,0
8374,8343,0
2685,2685,0
3452,93,0
8212,13073,0
9208,8613,0
11507,11813,0
2342,2341,0
10778,7122,0
9980,9977,0
9651,9653,0
9303,772,0
7565,6415,0
11508,8377,0
6517,2016,0
2672,2672,0
7714,5534,0
9871,9610,0
5006,10118,0
6474,143,0
6239,635,0
10481,10484,0
7451,2110,0
9653,9649,0
8581,8860,0
9625,9974,0
6843,10425,0
1341,3302,0
8236,1381,0
12789,11956,0
2266,2267,0
2267,2267,0
7936,814,0
4494,3538,0
8334,7800,0
7528,9756,0
9977,9978,0
4761,8026,0
12844,5028,0
7601,12804,0
5788,5789,0
2739,7693,0
10792,10769,0
9984,9982,0
9633,9600,0
2266,102,0
8225,8225,0
7789,7789,0
7789,7608,0
13066,9818,0
12794,7612,0
13123,7765,0
9978,9982,0
13124,8918,0
8377,8340,0
1856,6786,0
5919,5918,0
5709,5709,0
4537,4536,0
956,956,0
9354,755,0
8361,1579,0
9848,6477,0
12791,13167,0
5950,3557,0
6137,6137,0
6964,9010,0
9975,9624,0
8377,11817,0
13168,7782,0
7636,7636,0
9598,8384,0
9831,9869,0
2253,8357,0
9625,9969,0
2625,7460,0
3336,3335,0
9978,13066,0
1778,2746,0
7631,13168,0
735,6911,0
9978,9977,0
7642,7634,0
7586,6160,0
4707,13137,0
3858,6882,0
12793,7608,0
6009,627,0
6220,6009,0
5006,12792,0
772,9303,0
6360,1848,0
350,350,0
1862,7191,0
9984,9821,0
8381,6160,0
8894,2575,0
1926,1926,0
12801,1997,0
8382,7625,0
1108,1108,0
8368,6621,0
13305,13305,0
8457,3229,0
6511,10877,0
7608,7789,0
3039,7767,0
7487,5524,0
1050,10611,0
10766,616,0
10853,10851,0
6911,9599,0
12790,7767,0
10611,6374,0
9981,9821,0
9978,9984,0
10778,8989,0
772,772,0
616,10766,0
9976,9818,0
13133,8016,0
1019,4369,0
7601,9302,0
5006,5006,0
8457,3230,0
193,10848,0
12382,2566,0
11510,11505,0
2534,6633,0
13129,10307,0
6225,6566,0
1579,8361,0
7765,12791,0
13068,8210,0
8383,7800,0
1793,7684,0
9300,9299,0
9985,9821,0
8383,8382,0
13248,13132,0
6411,6412,0
8761,8759,0
9982,9978,0
6592,13327,0
9869,9870,0
7962,1760,0
7807,8383,0
13066,9978,0
8374,10876,0
6566,6225,0
9979,9980,0
10095,10095,0
9956,9846,0
6285,4502,0
735,9860,0
9870,9831,0
7767,7614,0
3138,3137,0
9846,2672,0
10791,10756,0
7149,5489,0
10767,8333,0
6510,6511,0
2175,8375,0
7586,8335,0
7812,450,0
13236,13135,0
7800,8383,0
8383,7777,0
9301,9300,0
792,7751,0
10115,9056,0
6513,10973,0
8761,8760,0
9821,13066,0
2401,8580,0
9976,9977,0
9981,9982,0
10857,10859,0
9818,9984,0
3455,3455,0
11813,11817,0
1607,10755,0
11512,13522,0
2295,9169,0
348,5194,0
8347,8370,0
5390,5390,0
4370,1019,0
9958,9826,0
2574,2575,0
9650,9649,0
3452,90,0
6848,845,0
6992,9351,0
1857,6786,0
11211,199,0
8355,8355,0
8194,8370,0
12762,5239,0
2222,4471,0
5148,5148,0
3465,3465,0
3052,3052,0
3639,7612,0
5599,4087,0
8760,8759,0
9674,6970,0
8371,8000,0
5555,929,0
2253,10858,0
2641,2641,0
7787,7782,0
9397,143,0
3093,3093,0
7738,5104,0
11486,12791,0
8377,8377,0
2762,7986,0
13169,7765,0
9704,9688,0
3049,10759,0
7520,3200,0
5006,9759,0
957,957,0
704,5901,0
9633,5007,0
11313,8373,0
7814,793,0
8023,4693,0
9871,9832,0
10746,6532,0
2128,2127,0
12928,10085,0
9633,8384,0
10063,10063,0
10857,2253,0
9969,9970,0
13168,13168,0
12793,11486,0
7678,1472,0
9758,9758,0
7466,6412,0
10057,10039,0
7594,13167,0
7438,428,0
13481,13067,0
7767,13167,0
3192,7383,0
3301,1435,0
13298,13125,0
6633,2534,0
7765,7608,0
955,955,0
1114,3054,0
11313,7484,0
4091,8920,0
7879,7880,0
7738,5105,0
9757,735,0
12789,12789,0
5975,5975,0
7636,7627,0
8357,2798,0
10870,7484,0
7782,782,0
8382,8335,0
173,173,0
7098,7098,0
3842,3831,0
1652,1652,0
7484,10870,0
6850,6849,0
11956,8381,0
13328,13328,0
9986,9977,0
1471,7678,0
6513,10747,0
9972,9969,0
1003,1003,0
7440,7441,0
10859,10858,0
5194,350,0
10299,10299,0
6634,2535,0
11501,3506,0
8336,7098,0
9505,5372,0
4668,7706,0
7716,5535,0
5932,3558,0
3137,3137,0
616,11011,0
1792,4666,0
2016,6516,0
5889,46,0
8207,9545,0
10425,10425,0
8384,10768,0
5535,7714,0
7679,1472,0
7501,1876,0
7369,1290,0
3200,7520,0
3639,3639,0
8383,8383,0
4456,137,0
13522,11503,0
9970,9972,0
7646,7646,0
7512,1877,0
9860,9758,0
7763,1997,0
2165,622,0
4014,6588,0
352,352,0
4429,4429,0
13178,13178,0
12790,12794,0
8985,10810,0
9970,9974,0
5996,3184,0
5467,6921,0
7999,8000,0
9821,9980,0
3639,13123,0
12805,7601,0
102,2267,0
10033,9835,0
9651,9220,0
644,645,0
9982,13066,0
8024,4695,0
8212,8210,0
10851,10852,0
13136,13219,0
9305,8938,0
6936,1427,0
9971,9969,0
4043,10953,0
9122,9757,0
9818,9986,0
10952,168,0
9650,9651,0
5917,8376,0
9983,9981,0
7631,7631,0
5629,7012,0
8937,8343,0
1141,173,0
4474,11513,0
4817,4818,0
5996,3183,0
8357,10858,0
7446,7446,0
10868,10871,0
8664,1819,0
2512,13128,0
8348,6510,0
10033,9836,0
12376,1927,0
7787,792,0
13123,13169,0
7594,13123,0
929,929,0
845,6848,0
6655,4572,0
9757,9553,0
13167,12790,0
3637,3637,0
10803,7601,0
10007,5489,0
9981,9981,0
2580,2580,0
7383,3191,0
10853,10573,0
5138,8039,0
7807,7747,0
9971,9625,0
8210,8211,0
6542,4014,0
1497,7957,0
5045,9548,0
8843,4573,0
6374,10611,0
7918,3228,0
2580,7618,0
3230,8457,0
13138,13297,0
7631,7627,0
1331,9794,0
10952,10845,0
2512,13135,0
5878,972,0
9956,8181,0
3537,4495,0
7813,450,0
3839,3839,0
4088,5599,0
10759,9044,0
1764,13129,0
10868,10870,0
3639,7594,0
10771,10791,0
5314,5314,0
9794,1354,0
7374,1871,0
7631,7751,0
9985,9980,0
9971,9972,0
770,7441,0
6542,400,0
5846,5846,0
10168,10118,0
9526,9526,0
12791,12791,0
451,7812,0
6513,6513,0
11814,11508,0
5423,5426,0
1182,1182,0
3858,3859,0
10765,9044,0
4369,1019,0
6415,6416,0
1183,1183,0
259,9848,0
7625,7803,0
9845,8181,0
7608,7614,0
8613,8625,0
7614,7767,0
9986,9821,0
9986,9985,0
9974,9974,0
4435,4435,0
3637,6576,0
5087,7527,0
10759,5012,0
9145,6833,0
9974,9624,0
3092,3093,0
9795,1572,0
8762,8758,0
13067,2272,0
6421,7721,0
8354,12397,0
7967,1911,0
7965,1819,0
7586,7803,0
7793,7793,0
10723,10318,0
10572,10850,0
645,644,0
9986,9982,0
12763,12382,0
4369,1020,0
3990,3990,0
5235,6672,0
8194,8190,0
9220,9649,0
4583,4583,0
6961,9012,0
11498,11829,0
13168,7631,0
2295,9185,0
9985,9984,0
1114,10118,0
3639,7608,0
2746,1778,0
3637,6585,0
11839,11506,0
8335,8336,0
1572,8356,0
9303,9303,0
12793,12794,0
9653,9220,0
6517,2015,0
12789,8336,0
3637,2599,0
4575,4575,0
9954,2672,0
9653,9653,0
2111,7452,0
4090,8928,0
9975,9974,0
8340,8340,0
3169,11512,0
13073,8212,0
9303,782,0
3639,7765,0
9831,9610,0
5635,7088,0
5146,5145,0
3635,3635,0
5145,5146,0
9010,6964,0
4572,8843,0
13522,11512,0
7618,10763,0
7656,4664,0
11970,11970,0
6577,13328,0
2175,8341,0
1097,11814,0
8762,8760,0
3506,11501,0
1660,4068,0
1020,4369,0
4470,2221,0
12902,12902,0
3229,3230,0
9984,9976,0
5917,8341,0
8761,8761,0
5932,3557,0
11503,13522,0
7789,7614,0
2341,13089,0
8243,7466,0
6674,5386,0
12794,13167,0
7612,13169,0
7990,7990,0
7714,5535,0
4502,6284,0
8340,11508,0
10759,3049,0
9838,9953,0
11507,8377,0
13135,1831,0
9122,9122,0
9976,9984,0
1341,3301,0
9649,9220,0
3153,89,0
2267,2266,0
8015,13133,0
8361,1572,0
12794,12794,0
8335,8382,0
7476,7476,0
9977,9977,0
7528,5087,0
10601,10601,0
11814,8340,0
9835,10042,0
2739,7692,0
10792,10770,0
9984,9983,0
2266,103,0
7706,4667,0
7655,1469,0
8347,8194,0
2541,7691,0
9624,9972,0
9642,2366,0
8349,6621,0
7767,7594,0
6160,7803,0
6169,10791,0
9978,9983,0
12924,10146,0
9757,9122,0
4056,4055,0
9397,6475,0
7601,1997,0
92,4455,0
9600,10792,0
3057,3057,0
13327,6577,0
9600,9633,0
1114,5006,0
10747,10747,0
3557,3558,0
7636,7586,0
7088,5635,0
8015,13130,0
1376,6578,0
6935,1428,0
9846,9956,0
9825,9958,0
9957,9826,0
3453,90,0
7139,6235,0
88,3154,0
5789,956,0
8886,9303,0
792,13575,0
8334,8382,0
8344,11313,0
1890,7733,0
8356,1572,0
4055,4055,0
7773,10764,0
2580,616,0
6832,9145,0
12375,12763,0
6169,10792,0
5600,4088,0
13066,9986,0
7602,12375,0
8190,8347,0
8345,7827,0
1572,9795,0
10754,2046,0
8513,8343,0
12798,8337,0
7618,2580,0
2727,7474,0
10723,10315,0
2081,6920,0
8375,4053,0
4473,11502,0
10791,10769,0
5958,4043,0
4495,3537,0
137,4456,0
13068,8212,0
1926,1927,0
8198,10859,0
8643,8543,0
10767,9600,0
9633,10767,0
5552,955,0
6160,8335,0
10857,8357,0
9758,10809,0
4471,2221,0
7767,7608,0
2945,2945,0
7706,4668,0
1172,1174,0
9978,9985,0
12762,12762,0
8209,13068,0
9974,9969,0
13133,8015,0
6567,6567,0
13167,7594,0
5172,350,0
7612,7765,0
7451,2001,0
7921,7920,0
6225,6565,0
7747,7586,0
9820,9553,0
6237,6237,0
5807,5749,0
10121,10121,0
13068,8211,0
7737,5105,0
8383,7803,0
11814,8377,0
5901,13330,0
10850,10850,0
2221,4470,0
7627,7631,0
12790,7594,0
8761,8758,0
7777,7777,0
7789,7767,0
10611,10611,0
7803,8334,0
7772,10762,0
11011,616,0
7767,13123,0
13066,9979,0
9979,9983,0
794,7814,0
7602,10763,0
1877,7501,0
6218,5960,0
10870,8344,0
2296,9169,0
9836,10042,0
8580,2401,0
5706,5816,0
7827,8345,0
12760,12845,0
7812,451,0
1870,7374,0
7012,5628,0
9624,9974,0
5020,7640,0
10857,8198,0
5499,8047,0
8211,8209,0
9976,9978,0
7608,13123,0
1665,8262,0
9403,2209,0
11817,11814,0
8377,1097,0
1286,7240,0
2763,7984,0
9837,9953,0
13167,7608,0
8989,8989,0
1014,1014,0
9953,9838,0
4817,4817,0
7794,7591,0
9122,735,0
11813,11508,0
9981,9983,0
7807,7640,0
2535,6634,0
1857,6785,0
9505,11935,0
3235,3234,0
735,9757,0
7984,2762,0
4538,4538,0
9188,9189,0
12376,1926,0
10871,10870,0
10315,10723,0
13128,13236,0
3596,8989,0
7608,7608,0
9674,6971,0
9169,2295,0
2253,10857,0
10484,10481,0
9397,142,0
2945,11509,0
2078,2081,0
7382,3191,0
8759,8762,0
4053,8342,0
9547,6220,0
6009,6220,0
8212,10180,0
8644,8792,0
7787,13170,0
2253,10859,0
957,956,0
8364,6914,0
4053,4043,0
9122,9599,0
9757,6911,0
9795,1332,0
838,6848,0
9598,13302,0
11486,7612,0
6360,10595,0
5525,7487,0
8334,7625,0
1229,1226,0
6531,10747,0
13134,1764,0
7602,7616,0
1428,6935,0
9621,9871,0
3670,3670,0
9986,9983,0
6160,7586,0
955,5552,0
1831,6398,0
5790,5706,0
9621,9610,0
4318,4318,0
1877,7512,0
10756,10771,0
8336,8336,0
3507,3507,0
91,8814,0
1285,1286,0
9022,10057,0
11956,11956,0
1303,1303,0
6655,6668,0
9545,8208,0
13248,13248,0
5749,5706,0
7772,7756,0
8376,2175,0
173,172,0
10180,8212,0
5535,7716,0
1766,1766,0
11817,8377,0
4666,7656,0
7026,7026,0
6513,10746,0
9972,9970,0
10118,5006,0
12899,9828,0
782,13170,0
348,348,0
1551,7961,0
7807,8334,0
348,5184,0
7767,3639,0
450,7812,0
11503,3169,0
7614,5020,0
13477,8223,0
6511,6504,0
9980,9984,0
2592,1097,0
7342,7342,0
7782,7631,0
173,1141,0
5904,1292,0
9219,5425,0
2016,6517,0
782,13171,0
1292,1293,0
4539,4537,0
13073,8209,0
143,6475,0
4664,7656,0
5806,5749,0
1427,6935,0
8270,8262,0
12397,8363,0
7782,13170,0
6398,13135,0
4627,4627,0
3054,10117,0
966,966,0
3229,8457,0
11839,11509,0
10953,9362,0
9600,10768,0
6416,7565,0
8604,8635,0
9981,9984,0
9649,9651,0
7152,5491,0
9977,9821,0
8557,10026,0
9794,1572,0
1499,7958,0
957,5789,0
9649,9650,0
7636,7642,0
4667,7706,0
9979,9985,0
5897,622,0
8210,13068,0
13073,8211,0
1290,7370,0
9980,13066,0
6833,6832,0
7565,6416,0
9984,9978,0
1128,172,0
3239,3234,0
8382,8382,0
1472,7678,0
9981,9976,0
9027,9642,0
7765,7767,0
12790,13167,0
7088,9207,0
3169,11503,0
3537,4494,0
4087,5600,0
8212,8211,0
10851,10855,0
6635,6636,0
4473,11513,0
6936,1428,0
9977,9976,0
8374,8374,0
838,839,0
13066,9980,0
7608,12793,0
5125,1903,0
1141,172,0
1794,7684,0
8236,1379,0
8357,10857,0
9969,9971,0
7047,170,0
6833,8924,0
3398,12380,0
10573,10851,0
1927,1927,0
8348,6511,0
5836,5836,0
9305,8513,0
10794,10871,0
8561,8543,0
8373,8344,0
2367,2364,0
9982,9985,0
5045,1903,0
6531,6531,0
13169,7612,0
9985,9978,0
8511,741,0
9975,9625,0
9971,9624,0
11956,8336,0
10846,7999,0
7964,1819,0
2434,2434,0
1332,1572,0
12791,12793,0
3595,7113,0
6160,8383,0
13137,4709,0
13031,13031,0
9969,9972,0
793,7815,0
6619,6619,0
1354,1332,0
2580,7602,0
10425,6843,0
4088,5600,0
10747,6531,0
7803,7803,0
6774,52,0
12794,7765,0
9983,9821,0
10868,8373,0
1903,5045,0
13345,8353,0
348,5172,0
3795,3843,0
9971,9975,0
7441,7441,0
8344,10868,0
9610,9832,0
9027,6617,0
6475,142,0
8079,2914,0
88,3153,0
5846,8209,0
3596,7122,0
2762,7984,0
10572,10852,0
1182,1183,0
5807,5706,0
8343,8513,0
1183,1182,0
2626,7460,0
4053,4053,0
6961,9010,0
5835,8484,0
9980,9821,0
9978,9978,0
9983,9818,0
4043,5917,0
3132,3042,0
10850,10852,0
9305,8343,0
2945,11839,0
7800,7625,0
9145,6832,0
212,212,0
9598,10767,0
8758,8760,0
8762,8759,0
7466,8243,0
6847,838,0
7967,1910,0
12791,7765,0
5426,6652,0
3639,12794,0
8048,7928,0
10572,10851,0
13073,8210,0
9302,7763,0
10877,8348,0
9220,9650,0
6631,6630,0
7588,7588,0
9983,9979,0
9969,9625,0
7787,782,0
9362,9362,0
3633,2170,0
6633,2535,0
3639,11486,0
9871,9869,0
10870,10871,0
12793,12793,0
10211,8607,0
2592,11813,0
1760,7963,0
10766,9044,0
1273,5899,0
9975,9970,0
9553,9820,0
7370,1290,0
6083,4343,0
10760,3051,0
8382,7586,0
10762,10764,0
8198,10857,0
5425,9219,0
2367,9642,0
7794,7794,0
6090,4350,0
10086,10113,0
9625,9971,0
8210,10180,0
3639,7767,0
6670,5036,0
8181,9956,0
7747,7625,0
10846,8371,0
1097,11813,0
5899,5900,0
8762,8761,0
1660,4069,0
1020,4370,0
9870,9610,0
146,146,0
9827,12899,0
1926,12381,0
9984,9977,0
792,7782,0
10764,7616,0
6359,6359,0
13320,13320,0
716,10769,0
9869,9832,0
7928,6166,0
9633,9598,0
2705,2705,0
13328,6577,0
5426,9219,0
7640,5020,0
6545,1376,0
4161,3352,0
1331,8356,0
11313,8344,0
2401,8581,0
3506,3506,0
4068,1660,0
3525,11934,0
9625,9972,0
2317,4435,0
9976,9985,0
6882,3859,0
10120,10299,0
2575,2574,0
9846,9954,0
12795,12795,0
6617,2367,0
7767,5020,0
8339,8378,0
9600,10769,0
8377,11814,0
8484,8802,0
8341,5917,0
2541,7690,0
12791,12790,0
4042,10953,0
9642,2367,0
12793,7594,0
5006,9553,0
9303,9546,0
10278,10278,0
8208,9545,0
13123,7767,0
9978,9980,0
7642,7625,0
13124,8912,0
792,792,0
9397,6474,0
13170,13170,0
3596,3595,0
7765,12794,0
8372,2127,0
7121,3595,0
616,7618,0
1114,12792,0
8243,7465,0
3557,3557,0
7815,794,0
103,2267,0
7227,4627,0
9825,9957,0
10794,7509,0
8340,1097,0
6911,9122,0
2642,2642,0
3352,4161,0
13073,5846,0
8361,1331,0
11956,12795,0
9983,9985,0
8333,9633,0
8208,8208,0
7612,11486,0
8000,8371,0
12792,5006,0
7642,7636,0
8210,5846,0
7693,2738,0
9982,9983,0
9630,9630,0
6964,9012,0
6628,2367,0
7964,8664,0
7342,7339,0
13123,13123,0
9955,9846,0
1818,7965,0
5036,6670,0
12844,12844,0
1293,5904,0
4760,8025,0
7767,7612,0
7800,7640,0
3558,3557,0
6846,3858,0
6412,7465,0
13169,13169,0
6218,2178,0
1277,6780,0
9758,9122,0
7691,2541,0
8368,6623,0
9985,9818,0
7966,1911,0
5166,5166,0
8382,5020,0
7608,7594,0
6220,9547,0
1787,6626,0
7772,10764,0
12790,7765,0
8814,92,0
8989,10287,0
9832,9869,0
12763,12763,0
2672,9956,0
5878,5878,0
4455,91,0
9979,9977,0
8374,8937,0
9600,10791,0
4709,13126,0
2127,7819,0
168,10952,0
2128,8345,0
3506,3507,0
1863,7191,0
8381,8336,0
6671,5036,0
2467,2466,0
8384,9600,0
5749,5749,0
8262,8262,0
10121,10120,0
4455,92,0
11814,1097,0
7474,2726,0
10850,10851,0
8356,1579,0
7437,7437,0
11507,11814,0
9954,9845,0
10791,6169,0
13066,9976,0
10871,10869,0
8026,4761,0
9979,9982,0
794,7815,0
13123,12794,0
11507,8340,0
9954,9956,0
1226,1225,0
1818,8664,0
6634,2534,0
7807,7634,0
10778,10778,0
10853,10852,0
1550,7960,0
9983,9978,0
11506,11839,0
10434,5394,0
7690,2542,0
7625,8382,0
9624,9975,0
7281,2714,0
5172,5184,0
10871,10872,0
2592,2592,0
12922,12921,0
654,7588,0
9976,9979,0
2838,2838,0
7477,7477,0
7616,7602,0
10318,10721,0
11211,10848,0
13128,6398,0
4628,7228,0
10484,7721,0
9458,9458,0
11817,11813,0
9056,10115,0
8802,8484,0
5239,7794,0
1765,10307,0
10006,5492,0
12381,1927,0
3846,3846,0
9953,9837,0
13236,13236,0
838,6847,0
772,7751,0
7692,2739,0
11813,11507,0
2367,6617,0
9505,11934,0
8335,8335,0
7188,635,0
8369,6511,0
7012,5629,0
7984,2763,0
4538,4539,0
6166,7928,0
12845,12760,0
2148,7972,0
5552,929,0
1459,7446,0
7950,7950,0
5104,7737,0
9757,10809,0
7634,8382,0
9758,5016,0
7986,2762,0
7438,427,0
8209,8211,0
10872,10871,0
7957,1497,0
9829,9830,0
13171,7751,0
9986,13066,0
7654,1470,0
11486,7594,0
7190,1862,0
