route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
9,W.320,2356130,0,905,85762,
9,W.320,2356131,0,938,85757,
9,W.320,2356132,0,412,85761,
9,W.320,2356133,0,901,85757,
9,W.320,2356134,0,939,85761,
9,W.320,2356135,0,940,85758,
9,W.320,2356136,0,944,85751,
9,W.320,2356137,0,945,85757,
9,W.320,2356138,0,943,85755,Limited
9,W.320,2356139,0,907,85761,
9,W.320,2356140,0,936,85758,
9,W.320,2356141,0,947,85751,
9,W.320,2356142,0,946,85751,
9,W.320,2356143,0,906,85757,
9,W.320,2356144,0,938,85755,Limited
9,W.320,2356145,0,903,85756,
9,W.320,2356146,0,935,85757,
9,W.320,2356147,0,934,85754,
9,W.320,2356148,0,937,85754,
9,W.320,2356149,0,942,85756,
9,W.320,2356150,0,905,85756,
9,W.320,2356151,0,901,85756,
9,W.320,2356152,0,401,85758,
9,W.320,2356153,0,945,85761,
9,W.320,2356154,0,939,85758,
9,W.320,2356155,0,903,85761,
9,W.320,2356156,0,935,85756,
9,W.320,2356157,0,401,85756,
9,W.320,2356158,0,901,85761,
9,W.320,2356159,0,905,85756,
9,W.320,2356160,0,935,85749,
9,W.320,2356161,0,939,85754,
9,W.320,2356162,0,446,85750,
9,W.320,2356163,0,449,85759,
9,W.320,2356164,0,449,85753,
9,W.320,2356165,0,450,85750,
9,W.320,2356325,1,2035,85770,
9,W.320,2356326,1,2035,85767,
9,W.320,2356327,1,903,85774,
9,W.320,2356328,1,934,85769,
9,W.320,2356329,1,935,85774,
9,W.320,2356330,1,936,85769,
9,W.320,2356331,1,904,85766,
9,W.320,2356332,1,938,85769,
9,W.320,2356333,1,942,85770,
9,W.320,2356334,1,939,85769,
9,W.320,2356335,1,943,85770,
9,W.320,2356336,1,902,85769,
9,W.320,2356337,1,945,85770,
9,W.320,2356338,1,941,85769,
9,W.320,2356339,1,903,85770,
9,W.320,2356340,1,906,85769,
9,W.320,2356341,1,904,85770,
9,W.320,2356342,1,901,85769,
9,W.320,2356343,1,935,85770,
9,W.320,2356344,1,937,85769,
9,W.320,2356345,1,943,85770,
9,W.320,2356346,1,942,85769,
9,W.320,2356347,1,944,85770,
9,W.320,2356348,1,905,85769,
9,W.320,2356349,1,946,85772,
9,W.320,2356350,1,935,85770,
9,W.320,2356351,1,934,85769,
9,W.320,2356352,1,939,85772,
9,W.320,2356353,1,938,85769,
9,W.320,2356354,1,902,85772,
9,W.320,2356355,1,945,85769,
9,W.320,2356356,1,901,85772,
9,W.320,2356357,1,906,85769,
9,W.320,2356358,1,944,85772,
9,W.320,2356359,1,937,85769,
9,W.320,2356360,1,946,85772,
9,W.320,2356361,1,942,85769,
9,W.320,2356362,1,939,85772,
9,W.320,2356363,1,934,85769,
9,W.320,2356364,1,902,85772,
9,W.320,2356365,1,938,85769,
9,W.320,2356366,1,901,85772,
9,W.320,2356367,1,945,85769,
9,W.320,2356368,1,944,85772,
9,W.320,2356369,1,936,85769,
9,W.320,2356370,1,906,85769,
9,W.320,2356371,1,946,85772,
9,W.320,2356372,1,903,85769,
9,W.320,2356373,1,935,85772,
9,W.320,2356374,1,937,85769,
9,W.320,2356375,1,934,85772,
9,W.320,2356376,1,942,85769,
9,W.320,2356377,1,904,85772,
9,W.320,2356378,1,905,85772,
9,W.320,2356379,1,941,85769,
9,W.320,2356380,1,901,85772,
9,W.320,2356381,1,401,85769,
9,W.320,2356382,1,945,85772,
9,W.320,2356383,1,939,85769,
9,W.320,2356384,1,906,85772,
9,W.320,2356385,1,907,85766,
9,W.320,2356386,1,935,85772,
9,W.320,2356387,1,903,85774,
9,W.320,2356388,1,1038,85772,
9,W.320,2356389,1,942,85766,
9,W.320,2356390,1,905,85769,
9,W.320,2356391,1,901,85774,
9,W.320,2356392,1,945,85766,
9,W.320,2356393,1,939,85769,
9,W.320,2356394,1,935,85764,
9,W.320,2356395,1,449,85769,
9,W.320,2356396,1,446,85764,
9,W.320,2356397,1,905,85766,
9,W.320,2356398,1,905,85767,
9,W.320,2356399,1,450,85764,
9,W.320,2356089,0,436,85759,
9,W.320,2356090,0,436,85760,
9,W.320,2356091,0,906,85761,
9,W.320,2356092,0,937,85756,
9,W.320,2356093,0,903,85762,
9,W.320,2356094,0,2035,85756,
9,W.320,2356095,0,935,85762,
9,X.320,2356166,0,902,85759,
9,X.320,2356167,0,902,85760,
9,X.320,2356168,0,903,85756,
9,X.320,2356169,0,904,85757,
9,X.320,2356170,0,906,85752,
9,X.320,2356171,0,907,85757,
9,X.320,2356172,0,908,85752,
9,X.320,2356173,0,902,85757,
9,X.320,2356174,0,904,85752,
9,X.320,2356175,0,905,85757,
9,X.320,2356176,0,907,85752,
9,X.320,2356177,0,903,85757,
9,X.320,2356178,0,902,85752,
9,X.320,2356179,0,901,85757,
9,X.320,2356180,0,905,85752,
9,X.320,2356181,0,906,85757,
9,X.320,2356182,0,903,85752,
9,X.320,2356183,0,908,85757,
9,X.320,2356184,0,901,85752,
9,X.320,2356185,0,904,85757,
9,X.320,2356186,0,906,85752,
9,X.320,2356187,0,907,85757,
9,X.320,2356188,0,905,85752,
9,X.320,2356189,0,902,85757,
9,X.320,2356190,0,903,85752,
9,X.320,2356191,0,909,85757,
9,X.320,2356192,0,901,85752,
9,X.320,2356193,0,908,85757,
9,X.320,2356194,0,910,85752,
9,X.320,2356195,0,904,85754,
9,X.320,2356196,0,905,85752,
9,X.320,2356197,0,907,85757,
9,X.320,2356198,0,903,85752,
9,X.320,2356199,0,902,85757,
9,X.320,2356200,0,901,85752,
9,X.320,2356201,0,909,85757,
9,X.320,2356202,0,910,85752,
9,X.320,2356203,0,908,85754,
9,X.320,2356204,0,905,85752,
9,X.320,2356205,0,911,85757,
9,X.320,2356206,0,903,85752,
9,X.320,2356207,0,907,85757,
9,X.320,2356208,0,909,85761,
9,X.320,2356209,0,902,85754,
9,X.320,2356210,0,911,85752,
9,X.320,2356211,0,901,85754,
9,X.320,2356212,0,907,85751,
9,X.320,2356213,0,905,85756,
9,X.320,2356214,0,909,85751,
9,X.320,2356215,0,903,85756,
9,X.320,2356216,0,911,85759,
9,X.320,2356217,0,911,85753,
9,X.320,2356218,0,903,85749,
9,X.320,2356400,1,903,85765,
9,X.320,2356401,1,903,85767,
9,X.320,2356402,1,904,85769,
9,X.320,2356403,1,902,85769,
9,X.320,2356404,1,906,85773,
9,X.320,2356405,1,905,85769,
9,X.320,2356406,1,908,85773,
9,X.320,2356407,1,903,85769,
9,X.320,2356408,1,904,85771,
9,X.320,2356409,1,901,85769,
9,X.320,2356410,1,907,85771,
9,X.320,2356411,1,906,85769,
9,X.320,2356412,1,902,85771,
9,X.320,2356413,1,908,85769,
9,X.320,2356414,1,905,85771,
9,X.320,2356415,1,904,85769,
9,X.320,2356416,1,903,85771,
9,X.320,2356417,1,907,85769,
9,X.320,2356418,1,901,85771,
9,X.320,2356419,1,902,85769,
9,X.320,2356420,1,906,85771,
9,X.320,2356421,1,909,85769,
9,X.320,2356422,1,905,85764,
9,X.320,2356423,1,908,85772,
9,X.320,2356424,1,903,85764,
9,X.320,2356425,1,904,85772,
9,X.320,2356426,1,901,85764,
9,X.320,2356427,1,907,85772,
9,X.320,2356428,1,910,85764,
9,X.320,2356429,1,902,85772,
9,X.320,2356430,1,905,85764,
9,X.320,2356431,1,909,85772,
9,X.320,2356432,1,903,85764,
9,X.320,2356433,1,908,85772,
9,X.320,2356434,1,901,85764,
9,X.320,2356435,1,911,85768,
9,X.320,2356436,1,910,85764,
9,X.320,2356437,1,907,85772,
9,X.320,2356438,1,905,85764,
9,X.320,2356439,1,902,85772,
9,X.320,2356440,1,903,85764,
9,X.320,2356441,1,909,85775,
9,X.320,2356442,1,901,85769,
9,X.320,2356443,1,910,85766,
9,X.320,2356444,1,911,85771,
9,X.320,2356445,1,905,85769,
9,X.320,2356446,1,907,85775,
9,X.320,2356447,1,903,85769,
9,X.320,2356448,1,909,85774,
9,X.320,2356449,1,911,85769,
9,X.320,2356450,1,905,85766,
9,X.320,2356451,1,905,85767,
9,X.320,2356452,1,903,85764,
9,S.319,2341205,0,935,84802,
9,S.319,2341206,0,935,84803,
9,S.319,2341207,0,902,84799,
9,S.319,2341208,0,936,84800,
9,S.319,2341209,0,939,84798,
9,S.319,2341210,0,940,84800,
9,S.319,2341211,0,904,84798,
9,S.319,2341212,0,935,84800,
9,S.319,2341213,0,936,84798,
9,S.319,2341214,0,938,84800,
9,S.319,2341215,0,940,84798,
9,S.319,2341216,0,902,84800,
9,S.319,2341217,0,935,84798,
9,S.319,2341218,0,934,84800,
9,S.319,2341219,0,938,84798,
9,S.319,2341220,0,939,84800,
9,S.319,2341221,0,902,84798,
9,S.319,2341222,0,904,84800,
9,S.319,2341223,0,940,84798,
9,S.319,2341224,0,936,84800,
9,S.319,2341225,0,935,84798,
9,S.319,2341226,0,901,84800,
9,S.319,2341227,0,938,84798,
9,S.319,2341228,0,934,84800,
9,S.319,2341229,0,902,84798,
9,S.319,2341230,0,939,84801,
9,S.319,2341231,0,940,84798,
9,S.319,2341232,0,904,84800,
9,S.319,2341233,0,935,84798,
9,S.319,2341234,0,936,84800,
9,S.319,2341235,0,938,84798,
9,S.319,2341236,0,901,84800,
9,S.319,2341237,0,904,84798,
9,S.319,2341238,0,941,84800,
9,S.319,2341239,0,936,84798,
9,S.319,2341240,0,934,84800,
9,S.319,2341241,0,901,84798,
9,S.319,2341242,0,2034,84800,
9,S.319,2341243,0,941,84798,
9,S.319,2341244,0,903,84800,
9,S.319,2341245,0,934,84798,
9,S.319,2341246,0,2036,84800,
9,S.319,2341247,0,937,84804,
9,S.319,2341248,0,2005,84806,
9,S.319,2341249,0,903,84798,
9,S.319,2341250,0,2034,84801,
9,S.319,2341251,0,2036,84804,
9,S.319,2341252,0,941,84799,
9,S.319,2341253,0,937,84804,
9,S.319,2341254,0,934,84799,
9,S.319,2341255,0,903,84802,
9,S.319,2341256,0,903,84803,
9,S.319,2341257,0,934,84797,
9,S.319,2341388,1,902,84811,
9,S.319,2341389,1,902,84809,
9,S.319,2341390,1,936,84810,
9,S.319,2341391,1,935,84810,
9,S.319,2341392,1,939,84812,
9,S.319,2341393,1,938,84810,
9,S.319,2341394,1,904,84812,
9,S.319,2341395,1,902,84810,
9,S.319,2341396,1,936,84812,
9,S.319,2341397,1,934,84810,
9,S.319,2341398,1,940,84812,
9,S.319,2341399,1,939,84810,
9,S.319,2341400,1,935,84812,
9,S.319,2341401,1,904,84810,
9,S.319,2341402,1,938,84812,
9,S.319,2341403,1,936,84810,
9,S.319,2341404,1,902,84812,
9,S.319,2341405,1,901,84810,
9,S.319,2341406,1,940,84807,
9,S.319,2341407,1,934,84813,
9,S.319,2341408,1,935,84807,
9,S.319,2341409,1,939,84813,
9,S.319,2341410,1,938,84807,
9,S.319,2341411,1,904,84813,
9,S.319,2341412,1,902,84807,
9,S.319,2341413,1,936,84813,
9,S.319,2341414,1,940,84807,
9,S.319,2341415,1,901,84813,
9,S.319,2341416,1,935,84807,
9,S.319,2341417,1,941,84813,
9,S.319,2341418,1,938,84807,
9,S.319,2341419,1,934,84810,
9,S.319,2341420,1,904,84812,
9,S.319,2341421,1,2034,84810,
9,S.319,2341422,1,936,84812,
9,S.319,2341423,1,903,84810,
9,S.319,2341424,1,901,84812,
9,S.319,2341425,1,2036,84810,
9,S.319,2341426,1,941,84812,
9,S.319,2341427,1,2005,84810,
9,S.319,2341428,1,934,84812,
9,S.319,2341429,1,937,84814,
9,S.319,2341430,1,2034,84813,
9,S.319,2341431,1,2004,84808,
9,S.319,2341432,1,903,84812,
9,S.319,2341433,1,941,84810,
9,S.319,2341434,1,2036,84815,
9,S.319,2341435,1,934,84810,
9,S.319,2341436,1,937,84814,
9,S.319,2341437,1,903,84810,
9,S.319,2341438,1,941,84808,
9,S.319,2341439,1,941,84809,
9,S.319,2341440,1,934,84807,
9,U.319,2341258,0,935,84802,
9,U.319,2341259,0,935,84803,
9,U.319,2341260,0,936,84799,
9,U.319,2341261,0,937,84800,
9,U.319,2341262,0,939,84798,
9,U.319,2341263,0,901,84800,
9,U.319,2341264,0,940,84798,
9,U.319,2341265,0,935,84800,
9,U.319,2341266,0,937,84798,
9,U.319,2341267,0,938,84800,
9,U.319,2341268,0,901,84798,
9,U.319,2341269,0,936,84800,
9,U.319,2341270,0,935,84798,
9,U.319,2341271,0,934,84800,
9,U.319,2341272,0,938,84798,
9,U.319,2341273,0,939,84800,
9,U.319,2341274,0,936,84798,
9,U.319,2341275,0,940,84800,
9,U.319,2341276,0,934,84798,
9,U.319,2341277,0,937,84800,
9,U.319,2341278,0,939,84798,
9,U.319,2341279,0,901,84800,
9,U.319,2341280,0,938,84798,
9,U.319,2341281,0,935,84800,
9,U.319,2341282,0,936,84798,
9,U.319,2341283,0,941,84800,
9,U.319,2341284,0,934,84798,
9,U.319,2341285,0,940,84800,
9,U.319,2341286,0,902,84798,
9,U.319,2341287,0,937,84801,
9,U.319,2341288,0,938,84798,
9,U.319,2341289,0,901,84800,
9,U.319,2341290,0,936,84798,
9,U.319,2341291,0,935,84800,
9,U.319,2341292,0,934,84798,
9,U.319,2341293,0,941,84800,
9,U.319,2341294,0,902,84798,
9,U.319,2341295,0,940,84801,
9,U.319,2341296,0,938,84798,
9,U.319,2341297,0,942,84800,
9,U.319,2341298,0,936,84798,
9,U.319,2341299,0,901,84800,
9,U.319,2341300,0,941,84804,
9,U.319,2341301,0,935,84801,
9,U.319,2341302,0,942,84798,
9,U.319,2341303,0,934,84801,
9,U.319,2341304,0,901,84804,
9,U.319,2341305,0,938,84799,
9,U.319,2341306,0,941,84804,
9,U.319,2341307,0,936,84799,
9,U.319,2341308,0,942,84802,
9,U.319,2341309,0,942,84803,
9,U.319,2341310,0,936,84797,
9,U.319,2341441,1,936,84811,
9,U.319,2341442,1,936,84809,
9,U.319,2341443,1,937,84810,
9,U.319,2341444,1,935,84810,
9,U.319,2341445,1,939,84812,
9,U.319,2341446,1,938,84810,
9,U.319,2341447,1,940,84812,
9,U.319,2341448,1,936,84810,
9,U.319,2341449,1,937,84812,
9,U.319,2341450,1,934,84810,
9,U.319,2341451,1,901,84812,
9,U.319,2341452,1,939,84810,
9,U.319,2341453,1,935,84812,
9,U.319,2341454,1,940,84810,
9,U.319,2341455,1,938,84812,
9,U.319,2341456,1,937,84810,
9,U.319,2341457,1,936,84812,
9,U.319,2341458,1,901,84810,
9,U.319,2341459,1,934,84812,
9,U.319,2341460,1,935,84810,
9,U.319,2341461,1,939,84812,
9,U.319,2341462,1,941,84810,
9,U.319,2341463,1,938,84807,
9,U.319,2341464,1,940,84813,
9,U.319,2341465,1,936,84807,
9,U.319,2341466,1,937,84813,
9,U.319,2341467,1,934,84807,
9,U.319,2341468,1,901,84813,
9,U.319,2341469,1,902,84807,
9,U.319,2341470,1,935,84813,
9,U.319,2341471,1,938,84807,
9,U.319,2341472,1,941,84813,
9,U.319,2341473,1,936,84807,
9,U.319,2341474,1,940,84813,
9,U.319,2341475,1,934,84807,
9,U.319,2341476,1,942,84813,
9,U.319,2341477,1,902,84807,
9,U.319,2341478,1,901,84813,
9,U.319,2341479,1,938,84807,
9,U.319,2341480,1,935,84813,
9,U.319,2341481,1,936,84807,
9,U.319,2341482,1,941,84815,
9,U.319,2341483,1,934,84810,
9,U.319,2341484,1,902,84808,
9,U.319,2341485,1,942,84812,
9,U.319,2341486,1,938,84810,
9,U.319,2341487,1,901,84815,
9,U.319,2341488,1,936,84810,
9,U.319,2341489,1,941,84814,
9,U.319,2341490,1,942,84810,
9,U.319,2341491,1,938,84808,
9,U.319,2341492,1,938,84809,
9,U.319,2341493,1,936,84807,
9,W.319,2341515,1,942,84810,
9,W.319,2341516,1,944,84811,
9,W.319,2341517,1,905,84810,
9,W.319,2341518,1,946,84813,
9,W.319,2341519,1,935,84811,
9,W.319,2341520,1,934,84810,
9,W.319,2341521,1,939,84813,
9,W.319,2341522,1,938,84810,
9,W.319,2341523,1,902,84813,
9,W.319,2341524,1,945,84810,
9,W.319,2341525,1,901,84813,
9,W.319,2341526,1,906,84810,
9,W.319,2341527,1,944,84813,
9,W.319,2341528,1,937,84810,
9,W.319,2341529,1,946,84813,
9,W.319,2341530,1,942,84810,
9,W.319,2341531,1,939,84813,
9,W.319,2341532,1,934,84810,
9,W.319,2341533,1,902,84813,
9,W.319,2341534,1,938,84810,
9,W.319,2341535,1,901,84813,
9,W.319,2341536,1,945,84810,
9,W.319,2341537,1,944,84813,
9,W.319,2341538,1,936,84810,
9,W.319,2341539,1,906,84810,
9,W.319,2341540,1,946,84813,
9,W.319,2341541,1,903,84810,
9,W.319,2341542,1,935,84813,
9,W.319,2341543,1,937,84810,
9,W.319,2341544,1,934,84813,
9,W.319,2341545,1,942,84810,
9,W.319,2341546,1,904,84813,
9,W.319,2341547,1,905,84813,
9,W.319,2341548,1,941,84810,
9,W.319,2341549,1,901,84813,
9,W.319,2341550,1,401,84810,
9,W.319,2341551,1,945,84813,
9,W.319,2341552,1,939,84810,
9,W.319,2341553,1,906,84813,
9,W.319,2341554,1,907,84808,
9,W.319,2341555,1,935,84813,
9,W.319,2341556,1,903,84814,
9,W.319,2341557,1,1038,84813,
9,W.319,2341558,1,942,84808,
9,W.319,2341559,1,905,84810,
9,W.319,2341560,1,901,84814,
9,W.319,2341561,1,945,84808,
9,W.319,2341562,1,939,84810,
9,W.319,2341563,1,935,84807,
9,W.319,2341564,1,449,84810,
9,W.319,2341565,1,446,84807,
9,W.319,2341566,1,905,84808,
9,W.319,2341567,1,905,84809,
9,W.319,2341568,1,450,84807,
9,W.319,2341311,0,436,84802,
9,W.319,2341312,0,436,84803,
9,W.319,2341313,0,906,84804,
9,W.319,2341314,0,937,84799,
9,W.319,2341315,0,903,84805,
9,W.319,2341316,0,2035,84799,
9,W.319,2341317,0,935,84805,
9,W.319,2341318,0,940,84799,
9,W.319,2341319,0,934,84799,
9,W.319,2341320,0,944,84800,
9,W.319,2341321,0,936,84799,
9,W.319,2341322,0,946,84800,
9,W.319,2341323,0,938,84799,
9,W.319,2341324,0,939,84800,
9,W.319,2341325,0,945,84799,
9,W.319,2341326,0,902,84800,
9,W.319,2341327,0,906,84799,
9,W.319,2341328,0,901,84800,
9,W.319,2341329,0,937,84799,
9,W.319,2341330,0,944,84800,
9,W.319,2341331,0,942,84799,
9,W.319,2341332,0,946,84800,
9,W.319,2341333,0,934,84799,
9,W.319,2341334,0,939,84800,
9,W.319,2341335,0,938,84799,
9,W.319,2341336,0,902,84800,
9,W.319,2341337,0,945,84799,
9,W.319,2341338,0,901,84800,
9,W.319,2341339,0,906,84799,
9,W.319,2341340,0,944,84800,
9,W.319,2341341,0,937,84799,
9,W.319,2341342,0,946,84800,
9,W.319,2341343,0,942,84799,
9,W.319,2341344,0,935,84800,
9,W.319,2341345,0,409,84804,
9,W.319,2341346,0,939,84800,
9,W.319,2341347,0,410,84804,
9,W.319,2341348,0,934,84800,
9,W.319,2341349,0,902,84804,
9,W.319,2341350,0,904,84800,
9,W.319,2341351,0,2043,84799,
9,W.319,2341352,0,905,84805,
9,W.319,2341353,0,938,84800,
9,W.319,2341354,0,412,84804,
9,W.319,2341355,0,901,84800,
9,W.319,2341356,0,939,84804,
9,W.319,2341357,0,940,84801,
9,W.319,2341358,0,944,84804,
9,W.319,2341359,0,945,84800,
9,W.319,2341360,0,943,84796,Limited
9,W.319,2341361,0,907,84804,
9,W.319,2341362,0,936,84801,
9,W.319,2341363,0,947,84804,
9,W.319,2341364,0,946,84804,
9,W.319,2341365,0,906,84800,
9,W.319,2341366,0,938,84796,Limited
9,W.319,2341367,0,903,84799,
9,W.319,2341368,0,935,84800,
9,W.319,2341369,0,934,84799,
9,W.319,2341370,0,937,84799,
9,W.319,2341371,0,942,84799,
9,W.319,2341372,0,905,84799,
9,W.319,2341373,0,901,84799,
9,W.319,2341374,0,401,84801,
9,W.319,2341375,0,945,84804,
9,W.319,2341376,0,939,84801,
9,W.319,2341377,0,903,84804,
9,W.319,2341378,0,935,84799,
9,W.319,2341379,0,401,84799,
9,W.319,2341380,0,901,84804,
9,W.319,2341381,0,905,84799,
9,W.319,2341382,0,935,84798,
9,W.319,2341383,0,939,84799,
9,W.319,2341384,0,446,84797,
9,W.319,2341385,0,449,84802,
9,W.319,2341386,0,449,84803,
9,W.319,2341387,0,450,84797,
9,W.319,2341494,1,2035,84811,
9,W.319,2341495,1,2035,84809,
9,W.319,2341496,1,903,84814,
9,W.319,2341497,1,934,84810,
9,W.319,2341498,1,935,84814,
9,W.319,2341499,1,936,84810,
9,W.319,2341500,1,904,84808,
9,W.319,2341501,1,938,84810,
9,W.319,2341502,1,942,84811,
9,W.319,2341503,1,939,84810,
9,W.319,2341504,1,943,84811,
9,W.319,2341505,1,902,84810,
9,W.319,2341506,1,945,84811,
9,W.319,2341507,1,941,84810,
9,W.319,2341508,1,903,84811,
9,W.319,2341509,1,906,84810,
9,W.319,2341510,1,904,84811,
9,W.319,2341511,1,901,84810,
9,W.319,2341512,1,935,84811,
9,W.319,2341513,1,937,84810,
9,W.319,2341514,1,943,84811,
10,W.318,2307783,1,1034,82772,
10,W.318,2307784,1,1035,82772,
10,W.318,2307785,1,1036,82772,
10,W.318,2307786,1,1037,82772,
10,W.318,2307787,1,1034,82772,
10,W.318,2307788,1,1035,82772,
10,W.318,2307789,1,1036,82772,
10,W.318,2307790,1,1037,82772,
10,W.318,2307791,1,1034,82772,
10,W.318,2307792,1,1035,82772,
10,W.318,2307793,1,1038,82772,
10,W.318,2307794,1,1036,82772,
10,W.318,2307795,1,1037,82772,
10,W.318,2307796,1,1039,82772,
10,W.318,2307797,1,1034,82772,
10,W.318,2307798,1,1035,82772,
10,W.318,2307799,1,1038,82772,
10,W.318,2307800,1,1036,82772,
10,W.318,2307801,1,1037,82772,
10,W.318,2307802,1,1039,82772,
10,W.318,2307803,1,1034,82772,
10,W.318,2307804,1,1035,82772,
10,W.318,2307805,1,1038,82772,
10,W.318,2307806,1,1036,82772,
10,W.318,2307807,1,1034,82772,
10,W.318,2307735,0,1034,82771,
10,W.318,2307736,0,1035,82771,
10,W.318,2307737,0,1001,82771,
10,W.318,2307738,0,1036,82771,
10,W.318,2307739,0,1037,82771,
10,W.318,2307740,0,1038,82771,
10,W.318,2307741,0,1034,82771,
10,W.318,2307742,0,1039,82771,
10,W.318,2307743,0,1035,82771,
10,W.318,2307744,0,1036,82771,
10,W.318,2307745,0,1037,82771,
10,W.318,2307746,0,1034,82771,
10,W.318,2307747,0,1035,82771,
10,W.318,2307748,0,1036,82771,
10,W.318,2307749,0,1037,82771,
10,W.318,2307750,0,1034,82771,
10,W.318,2307751,0,1035,82771,
10,W.318,2307752,0,1036,82771,
10,W.318,2307753,0,1037,82771,
10,W.318,2307754,0,1034,82771,
10,W.318,2307755,0,1035,82771,
10,W.318,2307756,0,1038,82771,
10,W.318,2307757,0,1036,82771,
10,W.318,2307758,0,1037,82771,
10,W.318,2307759,0,1039,82771,
10,W.318,2307760,0,1034,82771,
10,W.318,2307761,0,1035,82771,
10,W.318,2307762,0,1038,82771,
10,W.318,2307763,0,1036,82771,
10,W.318,2307764,0,1037,82771,
10,W.318,2307765,0,1039,82771,
10,W.318,2307766,0,1034,82771,
10,W.318,2307767,0,1035,82771,
10,W.318,2307768,0,1038,82771,
10,W.318,2307769,0,1036,82771,
10,W.318,2307770,0,1034,82771,
10,W.318,2307771,1,1034,82772,
10,W.318,2307772,1,1035,82772,
10,W.318,2307773,1,1001,82772,
10,W.318,2307774,1,1036,82772,
10,W.318,2307775,1,1037,82772,
10,W.318,2307776,1,1038,82772,
10,W.318,2307777,1,1034,82772,
10,W.318,2307778,1,1039,82772,
10,W.318,2307779,1,1035,82772,
10,W.318,2307780,1,1001,82772,
10,W.318,2307781,1,1036,82772,
10,W.318,2307782,1,1037,82772,
10,W.320,2356453,0,1034,85776,
10,W.320,2356454,0,1035,85776,
10,W.320,2356455,0,1001,85776,
10,W.320,2356456,0,1036,85776,
10,W.320,2356457,0,1037,85776,
10,W.320,2356458,0,1038,85776,
10,W.320,2356459,0,1034,85776,
10,W.320,2356460,0,1039,85776,
10,W.320,2356461,0,1035,85776,
10,W.320,2356462,0,1036,85776,
10,W.320,2356463,0,1037,85776,
10,W.320,2356464,0,1034,85776,
10,W.320,2356465,0,1035,85776,
10,W.320,2356466,0,1036,85776,
10,W.320,2356467,0,1037,85776,
10,W.320,2356468,0,1034,85776,
10,W.320,2356469,0,1035,85776,
10,W.320,2356470,0,1036,85776,
10,W.320,2356471,0,1037,85776,
10,W.320,2356472,0,1034,85776,
10,W.320,2356473,0,1035,85776,
10,W.320,2356474,0,1038,85776,
10,W.320,2356475,0,1036,85776,
10,W.320,2356476,0,1037,85776,
10,W.320,2356477,0,1039,85776,
10,W.320,2356478,0,1034,85776,
10,W.320,2356479,0,1035,85776,
10,W.320,2356480,0,1038,85776,
10,W.320,2356481,0,1036,85776,
10,W.320,2356482,0,1037,85776,
10,W.320,2356483,0,1039,85776,
10,W.320,2356484,0,1034,85776,
10,W.320,2356485,0,1035,85776,
10,W.320,2356486,0,1038,85776,
10,W.320,2356487,0,1036,85776,
10,W.320,2356488,0,1034,85776,
10,W.320,2356489,1,1034,85777,
10,W.320,2356490,1,1035,85777,
10,W.320,2356491,1,1001,85777,
10,W.320,2356492,1,1036,85777,
10,W.320,2356493,1,1037,85777,
10,W.320,2356494,1,1038,85777,
10,W.320,2356495,1,1034,85777,
10,W.320,2356496,1,1039,85777,
10,W.320,2356497,1,1035,85777,
10,W.320,2356498,1,1001,85777,
10,W.320,2356499,1,1036,85777,
10,W.320,2356500,1,1037,85777,
10,W.320,2356501,1,1034,85777,
10,W.320,2356502,1,1035,85777,
10,W.320,2356503,1,1036,85777,
10,W.320,2356504,1,1037,85777,
10,W.320,2356505,1,1034,85777,
10,W.320,2356506,1,1035,85777,
10,W.320,2356507,1,1036,85777,
10,W.320,2356508,1,1037,85777,
10,W.320,2356509,1,1034,85777,
10,W.320,2356510,1,1035,85777,
10,W.320,2356511,1,1038,85777,
10,W.320,2356512,1,1036,85777,
10,W.320,2356513,1,1037,85777,
10,W.320,2356514,1,1039,85777,
10,W.320,2356515,1,1034,85777,
10,W.320,2356516,1,1035,85777,
10,W.320,2356517,1,1038,85777,
10,W.320,2356518,1,1036,85777,
10,W.320,2356519,1,1037,85777,
10,W.320,2356520,1,1039,85777,
10,W.320,2356521,1,1034,85777,
10,W.320,2356522,1,1035,85777,
10,W.320,2356523,1,1038,85777,
10,W.320,2356524,1,1036,85777,
10,W.320,2356525,1,1034,85777,
10,W.319,2341569,0,1034,84816,
10,W.319,2341570,0,1035,84816,
10,W.319,2341571,0,1001,84816,
10,W.319,2341572,0,1036,84816,
10,W.319,2341573,0,1037,84816,
10,W.319,2341574,0,1038,84816,
10,W.319,2341575,0,1034,84816,
10,W.319,2341576,0,1039,84816,
10,W.319,2341577,0,1035,84816,
10,W.319,2341578,0,1036,84816,
10,W.319,2341579,0,1037,84816,
10,W.319,2341580,0,1034,84816,
10,W.319,2341581,0,1035,84816,
10,W.319,2341582,0,1036,84816,
10,W.319,2341583,0,1037,84816,
10,W.319,2341584,0,1034,84816,
10,W.319,2341585,0,1035,84816,
10,W.319,2341586,0,1036,84816,
10,W.319,2341587,0,1037,84816,
10,W.319,2341588,0,1034,84816,
10,W.319,2341589,0,1035,84816,
10,W.319,2341590,0,1038,84816,
10,W.319,2341591,0,1036,84816,
10,W.319,2341592,0,1037,84816,
10,W.319,2341593,0,1039,84816,
10,W.319,2341594,0,1034,84816,
10,W.319,2341595,0,1035,84816,
10,W.319,2341596,0,1038,84816,
10,W.319,2341597,0,1036,84816,
10,W.319,2341598,0,1037,84816,
