route_id,service_id,trip_id,direction_id,block_id,shape_id,trip_type
4,W.318,2306093,0,438,82720,
4,W.318,2306094,0,450,82720,
4,W.318,2306095,0,448,82720,
4,W.318,2306096,0,445,82719,
4,W.318,2306097,0,445,82718,
4,W.318,2306098,0,401,82719,
4,W.318,2306258,1,401,82729,
4,W.318,2306259,1,435,82721,
4,W.318,2306260,1,435,82728,
4,W.318,2306261,1,438,82722,
4,W.318,2306262,1,1235,82722,
4,W.318,2306263,1,2036,82724,
4,W.318,2306264,1,439,82722,
4,W.318,2306265,1,405,82725,
4,W.318,2306266,1,404,82722,
4,W.318,2306267,1,440,82722,
4,W.318,2306268,1,407,82722,
4,W.318,2306269,1,445,82724,
4,W.318,2306270,1,408,82726,
4,W.318,2306271,1,448,82724,
4,W.318,2306272,1,436,82723,
4,W.318,2306273,1,446,82726,
4,W.318,2306274,1,450,82724,
4,W.318,2306275,1,447,82726,
4,W.318,2306276,1,451,82724,
4,W.318,2306277,1,402,82726,
4,W.318,2306278,1,449,82722,
4,W.318,2306279,1,442,82722,
4,W.318,2306280,1,405,82722,
4,W.318,2306281,1,401,82726,
4,W.318,2306282,1,452,82722,
4,W.318,2306283,1,434,82722,
4,W.318,2306284,1,406,82722,
4,W.318,2306285,1,441,82722,
4,W.318,2306286,1,446,82726,
4,W.318,2306287,1,435,82722,
4,W.318,2306288,1,444,82722,
4,W.318,2306289,1,437,82722,
4,W.318,2306290,1,1245,82722,
4,W.318,2306291,1,403,82722,
4,W.318,2306292,1,404,82722,
4,W.318,2306293,1,436,82722,
4,W.318,2306294,1,407,82722,
4,W.318,2306295,1,448,82722,
4,W.318,2306296,1,450,82722,
4,W.318,2306297,1,451,82722,
4,W.318,2306298,1,442,82722,
4,W.318,2306299,1,405,82722,
4,W.318,2306300,1,452,82722,
4,W.318,2306301,1,434,82722,
4,W.318,2306302,1,406,82722,
4,W.318,2306303,1,441,82722,
4,W.318,2306304,1,439,82722,
4,W.318,2306305,1,435,82722,
4,W.318,2306306,1,444,82722,
4,W.318,2306307,1,440,82722,
4,W.318,2306308,1,402,82724,
4,W.318,2306309,1,437,82722,
4,W.318,2306310,1,2003,82722,
4,W.318,2306311,1,438,82722,
4,W.318,2306312,1,403,82722,
4,S.320,2354870,1,934,85723,
4,S.320,2354871,1,934,85730,
4,S.320,2354872,1,937,85724,
4,S.320,2354873,1,2035,85724,
4,S.320,2354874,1,901,85724,
4,S.320,2354875,1,435,85724,
4,S.320,2354876,1,436,85724,
4,S.320,2354877,1,903,85724,
4,S.320,2354878,1,401,85724,
4,S.320,2354879,1,402,85724,
4,S.320,2354880,1,2068,85724,
4,S.320,2354881,1,1268,85724,
4,S.320,2354882,1,403,85724,
4,S.320,2354883,1,2069,85724,
4,S.320,2354884,1,434,85724,
4,S.320,2354885,1,437,85724,
4,S.320,2354886,1,438,85724,
4,S.320,2354887,1,2070,85724,
4,S.320,2354888,1,435,85724,
4,S.320,2354889,1,436,85724,
4,S.320,2354890,1,903,85724,
4,S.320,2354891,1,401,85724,
4,S.320,2354892,1,402,85724,
4,S.320,2354893,1,2068,85724,
4,S.320,2354894,1,1268,85724,
4,S.320,2354895,1,403,85724,
4,S.320,2354896,1,404,85724,
4,S.320,2354897,1,2069,85724,
4,S.320,2354898,1,434,85724,
4,S.320,2354899,1,437,85724,
4,S.320,2354900,1,438,85724,
4,S.320,2354901,1,2070,85724,
4,S.320,2354902,1,435,85724,
4,S.320,2354903,1,436,85724,
4,S.320,2354904,1,439,85724,
4,S.320,2354905,1,401,85724,
4,S.320,2354906,1,402,85724,
4,S.320,2354907,1,938,85724,
4,S.320,2354908,1,1268,85724,
4,S.320,2354909,1,403,85724,
4,S.320,2354910,1,404,85724,
4,S.320,2354911,1,2069,85724,
4,S.320,2354912,1,434,85724,
4,S.320,2354913,1,901,85724,
4,S.320,2354914,1,2037,85724,
4,S.320,2354915,1,435,85724,
4,S.320,2354916,1,2035,85724,
4,S.320,2354917,1,1201,85724,
4,S.320,2354918,1,401,85724,
4,S.320,2354919,1,2003,85724,
4,S.320,2354920,1,403,85724,
4,S.320,2354921,1,2006,85723,
4,S.320,2354922,1,2006,85730,
4,S.320,2354923,1,2003,85729,
4,S.320,2354628,0,901,85719,
4,S.320,2354629,0,901,85718,
4,S.320,2354630,0,2067,85720,
4,S.320,2354631,0,903,85720,
4,S.320,2354632,0,934,85720,
4,S.320,2354633,0,2003,85720,
4,S.320,2354634,0,1268,85720,
4,S.320,2354635,0,937,85720,
4,S.320,2354636,0,2035,85720,
4,S.320,2354637,0,2004,85720,
4,S.320,2354638,0,901,85720,
4,S.320,2354639,0,2070,85720,
4,S.320,2354640,0,435,85720,
4,S.320,2354641,0,436,85720,
4,S.320,2354642,0,903,85720,
4,S.320,2354643,0,401,85720,
4,S.320,2354644,0,402,85720,
4,S.320,2354645,0,2068,85720,
4,S.320,2354646,0,1268,85720,
4,S.320,2354647,0,403,85720,
4,S.320,2354648,0,404,85720,
4,S.320,2354649,0,2069,85720,
4,S.320,2354650,0,434,85720,
4,S.320,2354651,0,437,85720,
4,S.320,2354652,0,438,85720,
4,S.320,2354653,0,2070,85720,
4,S.320,2354654,0,435,85720,
4,S.320,2354655,0,436,85720,
4,S.320,2354656,0,903,85720,
4,S.320,2354657,0,401,85720,
4,S.320,2354658,0,402,85720,
4,S.320,2354659,0,2068,85720,
4,S.320,2354660,0,1268,85720,
4,S.320,2354661,0,403,85720,
4,S.320,2354662,0,404,85720,
4,S.320,2354663,0,2069,85720,
4,S.320,2354664,0,434,85720,
4,S.320,2354665,0,437,85720,
4,S.320,2354666,0,438,85721,
4,S.320,2354667,0,2070,85720,
4,S.320,2354668,0,435,85720,
4,S.320,2354669,0,436,85720,
4,S.320,2354670,0,439,85720,
4,S.320,2354671,0,401,85720,
4,S.320,2354672,0,402,85720,
4,S.320,2354673,0,938,85720,
4,S.320,2354674,0,1268,85720,
4,S.320,2354675,0,403,85720,
4,S.320,2354676,0,2069,85720,
4,S.320,2354677,0,434,85721,
4,S.320,2354678,0,2037,85721,
4,S.320,2354679,0,435,85721,
4,S.320,2354680,0,1201,85719,
4,S.320,2354681,0,1201,85722,
4,S.320,2354682,0,2003,85719,
4,U.320,2354924,1,934,85723,
4,U.320,2354925,1,934,85730,
4,U.320,2354926,1,2002,85724,
4,U.320,2354927,1,401,85724,
4,U.320,2354928,1,435,85724,
4,U.320,2354929,1,434,85724,
4,U.320,2354930,1,437,85724,
4,U.320,2354931,1,941,85724,
4,U.320,2354932,1,438,85724,
4,U.320,2354933,1,403,85724,
4,U.320,2354934,1,402,85724,
4,U.320,2354935,1,2002,85724,
4,U.320,2354936,1,436,85724,
4,U.320,2354937,1,1268,85724,
4,U.320,2354938,1,401,85724,
4,U.320,2354939,1,439,85724,
4,U.320,2354940,1,435,85724,
4,U.320,2354941,1,434,85724,
4,U.320,2354942,1,437,85724,
4,U.320,2354943,1,440,85724,
4,U.320,2354944,1,438,85724,
4,U.320,2354945,1,403,85724,
4,U.320,2354946,1,404,85724,
4,U.320,2354947,1,402,85724,
4,U.320,2354948,1,405,85724,
4,U.320,2354949,1,2068,85724,
4,U.320,2354950,1,436,85724,
4,U.320,2354951,1,1268,85724,
4,U.320,2354952,1,401,85724,
4,U.320,2354953,1,439,85724,
4,U.320,2354954,1,435,85724,
4,U.320,2354955,1,434,85724,
4,U.320,2354956,1,437,85724,
4,U.320,2354957,1,440,85724,
4,U.320,2354958,1,438,85724,
4,U.320,2354959,1,403,85724,
4,U.320,2354960,1,404,85724,
4,U.320,2354961,1,402,85724,
4,U.320,2354962,1,405,85724,
4,U.320,2354963,1,2068,85724,
4,U.320,2354964,1,1268,85724,
4,U.320,2354965,1,401,85724,
4,U.320,2354966,1,403,85729,
4,U.320,2354967,1,435,85724,
4,U.320,2354968,1,405,85729,
4,U.320,2354969,1,437,85724,
4,U.320,2354970,1,438,85724,
4,U.320,2354971,1,402,85724,
4,U.320,2354972,1,2068,85724,
4,U.320,2354973,1,401,85723,
4,U.320,2354974,1,401,85730,
4,U.320,2354975,1,2068,85729,
4,U.320,2354683,0,401,85719,
4,U.320,2354684,0,401,85718,
4,U.320,2354685,0,434,85720,
4,U.320,2354686,0,934,85720,
4,U.320,2354687,0,402,85720,
4,U.320,2354688,0,2002,85720,
4,U.320,2354689,0,436,85720,
4,U.320,2354690,0,1268,85720,
4,U.320,2354691,0,401,85720,
4,U.320,2354692,0,439,85720,
4,U.320,2354693,0,435,85720,
4,U.320,2354694,0,434,85720,
4,U.320,2354695,0,437,85720,
4,U.320,2354696,0,941,85720,
4,U.320,2354697,0,438,85720,
4,U.320,2354698,0,403,85720,
4,U.320,2354699,0,404,85720,
4,U.320,2354700,0,402,85720,
4,U.320,2354701,0,2002,85720,
4,U.320,2354702,0,436,85720,
4,U.320,2354703,0,1268,85720,
4,U.320,2354704,0,401,85720,
4,U.320,2354705,0,439,85720,
4,U.320,2354706,0,435,85720,
4,U.320,2354707,0,434,85720,
4,U.320,2354708,0,437,85720,
4,U.320,2354709,0,440,85720,
4,U.320,2354710,0,438,85720,
4,U.320,2354711,0,403,85720,
4,U.320,2354712,0,404,85720,
4,U.320,2354713,0,402,85720,
4,U.320,2354714,0,405,85720,
4,U.320,2354715,0,2068,85720,
4,U.320,2354716,0,436,85721,
4,U.320,2354717,0,1268,85720,
4,U.320,2354718,0,401,85720,
4,U.320,2354719,0,439,85721,
4,U.320,2354720,0,435,85720,
4,U.320,2354721,0,434,85721,
4,U.320,2354722,0,437,85720,
4,U.320,2354723,0,440,85721,
4,U.320,2354724,0,438,85720,
4,U.320,2354725,0,403,85719,
4,U.320,2354726,0,402,85720,
4,U.320,2354727,0,405,85719,
4,U.320,2354728,0,2068,85720,
4,U.320,2354729,0,1268,85720,
4,U.320,2354730,0,401,85720,
4,U.320,2354731,0,435,85721,
4,U.320,2354732,0,437,85721,
4,U.320,2354733,0,438,85719,
4,U.320,2354734,0,438,85722,
4,U.320,2354735,0,2068,85719,
4,W.320,2354976,1,401,85731,
4,W.320,2354977,1,435,85723,
4,W.320,2354978,1,435,85730,
4,W.320,2354979,1,438,85724,
4,W.320,2354980,1,1235,85724,
4,W.320,2354981,1,2036,85726,
4,W.320,2354982,1,439,85724,
4,W.320,2354983,1,405,85727,
4,W.320,2354984,1,404,85724,
4,W.320,2354985,1,440,85724,
4,W.320,2354986,1,407,85724,
4,W.320,2354987,1,445,85726,
4,W.320,2354988,1,408,85728,
4,W.320,2354989,1,448,85726,
4,W.320,2354990,1,436,85725,
4,W.320,2354991,1,446,85728,
4,W.320,2354992,1,450,85726,
4,W.320,2354993,1,447,85728,
4,W.320,2354994,1,451,85726,
4,W.320,2354995,1,402,85728,
4,W.320,2354996,1,449,85724,
4,W.320,2354997,1,442,85724,
4,W.320,2354998,1,405,85724,
4,W.320,2354999,1,401,85728,
4,W.320,2355000,1,452,85724,
4,W.320,2355001,1,434,85724,
4,W.320,2355002,1,406,85724,
4,W.320,2355003,1,441,85724,
4,W.320,2355004,1,446,85728,
4,W.320,2355005,1,435,85724,
4,W.320,2355006,1,444,85724,
4,W.320,2355007,1,437,85724,
4,W.320,2355008,1,1245,85724,
4,W.320,2355009,1,403,85724,
4,W.320,2355010,1,404,85724,
4,W.320,2355011,1,436,85724,
4,W.320,2355012,1,407,85724,
4,W.320,2355013,1,448,85724,
4,W.320,2355014,1,450,85724,
4,W.320,2355015,1,451,85724,
4,W.320,2355016,1,442,85724,
4,W.320,2355017,1,405,85724,
4,W.320,2355018,1,452,85724,
4,W.320,2355019,1,434,85724,
4,W.320,2355020,1,406,85724,
4,W.320,2355021,1,441,85724,
4,W.320,2355022,1,439,85724,
4,W.320,2355023,1,435,85724,
4,W.320,2355024,1,444,85724,
4,W.320,2355025,1,440,85724,
4,W.320,2355026,1,402,85726,
4,W.320,2355027,1,437,85724,
4,W.320,2355028,1,2003,85724,
4,W.320,2355029,1,438,85724,
4,W.320,2355030,1,403,85724,
4,W.320,2355031,1,404,85724,
4,W.320,2355032,1,2038,85724,
4,W.320,2355033,1,436,85724,
4,W.320,2355034,1,407,85724,
4,W.320,2355035,1,448,85724,
4,W.320,2355036,1,1272,85724,
4,W.320,2355037,1,409,85724,
4,W.320,2355038,1,451,85724,
4,W.320,2355039,1,410,85724,
4,W.320,2355040,1,902,85724,
4,W.320,2355041,1,405,85724,
4,W.320,2355042,1,408,85724,
4,W.320,2355043,1,412,85724,
4,W.320,2355044,1,449,85724,
4,W.320,2355045,1,406,85724,
4,W.320,2355046,1,446,85724,
4,W.320,2355047,1,411,85724,
4,W.320,2355048,1,402,85724,
4,W.320,2355049,1,2003,85724,
4,W.320,2355050,1,438,85724,
4,W.320,2355051,1,404,85724,
4,W.320,2355052,1,450,85724,
4,W.320,2355053,1,448,85724,
4,W.320,2355054,1,409,85724,
4,W.320,2355055,1,445,85724,
4,W.320,2355056,1,902,85724,
4,W.320,2355057,1,408,85724,
4,W.320,2355058,1,401,85724,
4,W.320,2355059,1,901,85724,
4,W.320,2355060,1,402,85723,
4,W.320,2355061,1,402,85730,
4,W.320,2355062,1,401,85729,
4,W.320,2354736,0,1267,85719,
4,W.320,2354737,0,1267,85718,
4,W.320,2354738,0,402,85720,
4,W.320,2354739,0,401,85720,
4,W.320,2354740,0,2002,85720,
4,W.320,2354741,0,406,85720,
4,W.320,2354742,0,441,85720,
4,W.320,2354743,0,443,85721,
4,W.320,2354744,0,435,85720,
4,W.320,2354745,0,444,85720,
4,W.320,2354746,0,438,85720,
4,W.320,2354747,0,1235,85720,
4,W.320,2354748,0,1245,85720,
4,W.320,2354749,0,2036,85720,
4,W.320,2354750,0,439,85721,
4,W.320,2354751,0,404,85720,
4,W.320,2354752,0,436,85720,
4,W.320,2354753,0,407,85720,
4,W.320,2354754,0,448,85720,
4,W.320,2354755,0,450,85720,
4,W.320,2354756,0,451,85720,
4,W.320,2354757,0,442,85720,
4,W.320,2354758,0,405,85720,
4,W.320,2354759,0,452,85720,
4,W.320,2354760,0,434,85720,
4,W.320,2354761,0,406,85720,
4,W.320,2354762,0,441,85720,
4,W.320,2354763,0,435,85720,
4,W.320,2354764,0,444,85720,
4,W.320,2354765,0,437,85720,
4,W.320,2354766,0,1245,85720,
4,W.320,2354767,0,403,85720,
4,W.320,2354768,0,404,85720,
4,W.320,2354769,0,436,85720,
4,W.320,2354770,0,407,85720,
4,W.320,2354771,0,448,85720,
4,W.320,2354772,0,450,85720,
4,W.320,2354773,0,451,85720,
4,W.320,2354774,0,442,85721,
4,W.320,2354775,0,401,85720,
4,W.320,2354776,0,405,85720,
4,W.320,2354777,0,408,85720,
4,W.320,2354778,0,452,85721,
4,W.320,2354779,0,434,85721,
4,W.320,2354780,0,447,85717,
4,W.320,2354781,0,443,85721,
4,W.320,2354782,0,449,85717,
4,W.320,2354783,0,406,85720,
4,W.320,2354784,0,441,85721,
4,W.320,2354785,0,453,85716,
4,W.320,2354786,0,446,85720,
4,W.320,2354787,0,439,85721,
4,W.320,2354788,0,454,85716,
4,W.320,2354789,0,435,85721,
4,W.320,2354790,0,411,85717,
4,W.320,2354791,0,444,85721,
4,W.320,2354792,0,440,85721,
4,W.320,2354793,0,402,85720,
4,W.320,2354794,0,437,85721,
4,W.320,2354795,0,2003,85720,
4,W.320,2354796,0,438,85720,
4,W.320,2354797,0,447,85716,
4,W.320,2354798,0,404,85720,
4,W.320,2354799,0,2038,85720,
4,W.320,2354800,0,436,85721,
4,W.320,2354801,0,448,85720,
4,W.320,2354802,0,409,85720,
4,W.320,2354803,0,451,85720,
4,W.320,2354804,0,902,85720,
4,W.320,2354805,0,408,85720,
4,W.320,2354806,0,449,85720,
4,W.320,2354807,0,406,85720,
4,W.320,2354808,0,446,85720,
4,W.320,2354809,0,411,85721,
4,W.320,2354810,0,402,85720,
4,W.320,2354811,0,438,85721,
4,W.320,2354812,0,450,85720,
4,W.320,2354813,0,448,85721,
4,W.320,2354814,0,445,85719,
4,W.320,2354815,0,445,85722,
4,W.320,2354816,0,401,85719,
4,X.320,2354817,0,401,85719,
4,X.320,2354818,0,401,85718,
4,X.320,2354819,0,402,85720,
4,X.320,2354820,0,901,85720,
4,X.320,2354821,0,403,85720,
4,X.320,2354822,0,2002,85720,
4,X.320,2354823,0,405,85720,
4,X.320,2354824,0,408,85720,
4,X.320,2354825,0,401,85720,
4,X.320,2354826,0,410,85720,
4,X.320,2354827,0,404,85720,
4,X.320,2354828,0,402,85720,
4,X.320,2354829,0,406,85720,
4,X.320,2354830,0,909,85720,
4,X.320,2354831,0,409,85720,
4,X.320,2354832,0,411,85720,
4,X.320,2354833,0,412,85720,
4,X.320,2354834,0,403,85720,
4,X.320,2354835,0,2002,85720,
4,X.320,2354836,0,405,85720,
4,X.320,2354837,0,408,85720,
4,X.320,2354838,0,401,85720,
4,X.320,2354839,0,410,85720,
4,X.320,2354840,0,404,85720,
4,X.320,2354841,0,402,85720,
4,X.320,2354842,0,406,85720,
4,X.320,2354843,0,413,85720,
4,X.320,2354844,0,409,85720,
4,X.320,2354845,0,411,85720,
4,X.320,2354846,0,412,85720,
4,X.320,2354847,0,403,85720,
4,X.320,2354848,0,414,85720,
4,X.320,2354849,0,407,85720,
4,X.320,2354850,0,405,85721,
